precinct,hisp,total,pct_hisp,total_votes,pct_obama,pct_romney
BUFFALO - WD SOU - ED 016,24,820,0.029268293,476,0.672268908,0.283613445
BUFFALO - WD SOU - ED 017,23,766,0.03002611,519,0.666666667,0.292870906
BUFFALO - WD SOU - ED 018,10,621,0.01610306,478,0.646443515,0.334728033
BUFFALO - WD SOU - ED 019,8,319,0.02507837,189,0.724867725,0.243386243
BUFFALO - WD SOU - ED 020,5,365,0.01369863,218,0.711009174,0.229357798
BUFFALO - WD SOU - ED 021,,220,,163,0.674846626,0.288343558
BUFFALO - WD SOU - ED 022,32,594,0.053872054,347,0.625360231,0.337175793
BUFFALO - WD SOU - ED 023,19,601,0.031613977,370,0.656756757,0.3
BUFFALO - WD SOU - ED 024,7,640,0.0109375,495,0.644444444,0.317171717
BUFFALO - WD SOU - ED 025,2,901,0.002219756,649,0.630200308,0.338983051
BUFFALO - WD SOU - ED 026,6,430,0.013953488,313,0.610223642,0.367412141
BUFFALO - WD SOU - ED 027,15,569,0.026362039,378,0.653439153,0.30952381
BUFFALO - WD SOU - ED 028,6,839,0.007151371,656,0.588414634,0.368902439
BUFFALO - WD SOU - ED 029,21,463,0.045356371,309,0.621359223,0.339805825
BUFFALO - WD SOU - ED 030,6,577,0.010398614,468,0.576923077,0.388888889
BUFFALO - WD UNI - ED 001,8,250,0.032,168,0.642857143,0.339285714
BUFFALO - WD UNI - ED 002,12,734,0.016348774,480,0.735416667,0.210416667
BUFFALO - WD UNI - ED 003,5,555,0.009009009,436,0.754587156,0.220183486
BUFFALO - WD UNI - ED 004,32,561,0.057040998,348,0.807471264,0.140804598
BUFFALO - WD UNI - ED 005,25,563,0.044404973,390,0.766666667,0.202564103
BUFFALO - WD UNI - ED 006,11,264,0.041666667,184,0.809782609,0.130434783
BUFFALO - WD UNI - ED 007,34,884,0.038461538,656,0.728658537,0.233231707
BUFFALO - WD UNI - ED 008,7,338,0.020710059,194,0.881443299,0.082474227
BUFFALO - WD UNI - ED 009,2,222,0.009009009,126,0.857142857,0.126984127
BUFFALO - WD UNI - ED 010,22,1247,0.017642342,818,0.947432763,0.040342298
BUFFALO - WD UNI - ED 011,14,685,0.020437956,414,0.910628019,0.065217391
BUFFALO - WD UNI - ED 012,22,975,0.022564103,666,0.908408408,0.07957958
BUFFALO - WD UNI - ED 013,14,1060,0.013207547,654,0.943425076,0.035168196
BUFFALO - WD UNI - ED 014,32,623,0.051364366,425,0.92,0.061176471
BUFFALO - WD UNI - ED 015,10,633,0.015797788,447,0.946308725,0.042505593
BUFFALO - WD UNI - ED 016,24,1009,0.023785927,676,0.970414201,0.023668639
BUFFALO - WD UNI - ED 017,3,591,0.005076142,397,0.876574307,0.100755668
BUFFALO - WD UNI - ED 018,1,329,0.003039514,223,0.977578475,0.00896861
BUFFALO - WD UNI - ED 019,8,818,0.009779951,510,0.970588235,0.023529412
BUFFALO - WD UNI - ED 020,4,526,0.007604563,381,0.952755906,0.036745407
BUFFALO - WD UNI - ED 021,2,763,0.002621232,511,0.945205479,0.04109589
BUFFALO - WD UNI - ED 022,1,511,0.001956947,354,0.960451977,0.033898305
BUFFALO - WD UNI - ED 023,14,1028,0.013618677,638,0.989028213,0.007836991
BUFFALO - WD UNI - ED 024,12,856,0.014018692,563,0.973357016,0.014209591
BUFFALO - WD UNI - ED 025,,936,,701,0.948644793,0.034236805
BUFFALO - WD UNI - ED 026,,660,,327,0.941896024,0.024464832
BUFFALO - WD UNI - ED 027,,329,,283,0.971731449,0.017667845
CHEEKTOWAGA - ED 001,2,945,0.002116402,668,0.501497006,0.47754491
CHEEKTOWAGA - ED 002,1,572,0.001748252,385,0.558441558,0.420779221
CHEEKTOWAGA - ED 003,3,377,0.00795756,218,0.555045872,0.412844037
CHEEKTOWAGA - ED 004,,401,0,288,0.489583333,0.493055556
CHEEKTOWAGA - ED 005,3,648,0.00462963,412,0.616504854,0.359223301
CHEEKTOWAGA - ED 006,3,482,0.006224066,314,0.557324841,0.385350318
CHEEKTOWAGA - ED 007,9,801,0.011235955,545,0.504587156,0.455045872
CHEEKTOWAGA - ED 008,1,54,0.018518519,31,0.838709677,0.129032258
CHEEKTOWAGA - ED 009,2,748,0.002673797,474,0.565400844,0.411392405
CHEEKTOWAGA - ED 010,,612,0,424,0.5,0.474056604
CHEEKTOWAGA - ED 011,,338,0,246,0.552845528,0.418699187
CHEEKTOWAGA - ED 012,3,899,0.003337041,672,0.549107143,0.418154762
CHEEKTOWAGA - ED 013,6,840,0.007142857,613,0.569331158,0.394779772
CHEEKTOWAGA - ED 014,8,642,0.012461059,449,0.530066815,0.44766147
CHEEKTOWAGA - ED 015,30,1051,0.028544244,761,0.747700394,0.239159001
CHEEKTOWAGA - ED 016,41,1001,0.040959041,684,0.788011696,0.197368421
CHEEKTOWAGA - ED 017,,20,0,17,0.235294118,0.764705882
CHEEKTOWAGA - ED 018,15,842,0.017814727,583,0.533447684,0.439108062
CHEEKTOWAGA - ED 019,1,673,0.001485884,462,0.489177489,0.489177489
CHEEKTOWAGA - ED 020,5,600,0.008333333,401,0.605985037,0.366583541
CHEEKTOWAGA - ED 021,9,750,0.012,470,0.559574468,0.417021277
CHEEKTOWAGA - ED 022,28,1055,0.026540284,594,0.585858586,0.390572391
CHEEKTOWAGA - ED 023,1,397,0.002518892,286,0.573426573,0.412587413
CHEEKTOWAGA - ED 024,,540,0,393,0.491094148,0.491094148
CHEEKTOWAGA - ED 025,4,465,0.008602151,310,0.529032258,0.448387097
CHEEKTOWAGA - ED 026,13,440,0.029545455,266,0.654135338,0.319548872
CHEEKTOWAGA - ED 027,6,328,0.018292683,173,0.734104046,0.248554913
CHEEKTOWAGA - ED 028,2,811,0.002466091,584,0.506849315,0.469178082
CHEEKTOWAGA - ED 029,3,393,0.007633588,217,0.603686636,0.35483871
CHEEKTOWAGA - ED 030,25,462,0.054112554,205,0.692682927,0.268292683
CHEEKTOWAGA - ED 031,28,946,0.029598309,638,0.822884013,0.166144201
CHEEKTOWAGA - ED 032,9,176,0.051136364,104,0.711538462,0.278846154
CHEEKTOWAGA - ED 033,15,892,0.016816143,656,0.765243902,0.213414634
CHEEKTOWAGA - ED 034,6,675,0.008888889,435,0.682758621,0.282758621
CHEEKTOWAGA - ED 035,8,860,0.009302326,577,0.551126516,0.415944541
CHEEKTOWAGA - ED 036,2,323,0.00619195,215,0.63255814,0.348837209
CHEEKTOWAGA - ED 037,6,421,0.014251781,273,0.586080586,0.373626374
CHEEKTOWAGA - ED 038,4,349,0.011461318,229,0.572052402,0.3930131
CHEEKTOWAGA - ED 039,1,475,0.002105263,285,0.571929825,0.392982456
CHEEKTOWAGA - ED 040,3,624,0.004807692,430,0.558139535,0.413953488
CHEEKTOWAGA - ED 041,7,907,0.007717751,610,0.57704918,0.391803279
CHEEKTOWAGA - ED 042,17,591,0.028764805,387,0.718346253,0.245478036
CHEEKTOWAGA - ED 043,22,1328,0.016566265,412,0.776699029,0.199029126
CHEEKTOWAGA - ED 044,13,710,0.018309859,446,0.571748879,0.405829596
CHEEKTOWAGA - ED 045,18,677,0.026587888,402,0.76119403,0.206467662
CHEEKTOWAGA - ED 046,2,792,0.002525253,479,0.615866388,0.350730689
CHEEKTOWAGA - ED 047,,720,0,442,0.538461538,0.416289593
CHEEKTOWAGA - ED 048,4,721,0.00554785,496,0.608870968,0.364919355
CHEEKTOWAGA - ED 049,6,568,0.01056338,395,0.55443038,0.405063291
CHEEKTOWAGA - ED 050,2,842,0.002375297,544,0.494485294,0.485294118
CHEEKTOWAGA - ED 051,5,369,0.013550136,220,0.518181818,0.45
CHEEKTOWAGA - ED 052,2,396,0.005050505,243,0.551440329,0.411522634
CHEEKTOWAGA - ED 053,11,829,0.013268999,318,0.537735849,0.421383648
CHEEKTOWAGA - ED 054,5,549,0.009107468,313,0.539936102,0.428115016
CHEEKTOWAGA - ED 055,2,511,0.003913894,354,0.576271186,0.403954802
CHEEKTOWAGA - ED 056,4,539,0.00742115,337,0.59347181,0.376854599
CHEEKTOWAGA - ED 057,17,467,0.03640257,269,0.565055762,0.401486989
CHEEKTOWAGA - ED 058,2,280,0.007142857,188,0.515957447,0.462765957
CHEEKTOWAGA - ED 059,2,829,0.002412545,541,0.534195933,0.449168207
CHEEKTOWAGA - ED 060,2,407,0.004914005,271,0.549815498,0.424354244
CHEEKTOWAGA - ED 061,3,472,0.006355932,324,0.484567901,0.490740741
CHEEKTOWAGA - ED 062,1,396,0.002525253,293,0.515358362,0.481228669
CHEEKTOWAGA - ED 063,,552,0,392,0.512755102,0.459183673
CHEEKTOWAGA - ED 064,2,344,0.005813953,232,0.487068966,0.495689655
CHEEKTOWAGA - ED 065,2,465,0.004301075,335,0.519402985,0.456716418
CHEEKTOWAGA - ED 066,1,357,0.00280112,216,0.574074074,0.398148148
CHEEKTOWAGA - ED 067,14,586,0.023890785,310,0.651612903,0.338709677
CHEEKTOWAGA - ED 068,1,473,0.002114165,354,0.5,0.480225989
CHEEKTOWAGA - ED 069,3,388,0.007731959,251,0.569721116,0.406374502
CHEEKTOWAGA - ED 070,9,1575,0.005714286,1173,0.489343564,0.487638534
CHEEKTOWAGA - ED 071,18,632,0.028481013,416,0.65625,0.310096154
CHEEKTOWAGA - ED 072,,425,0,320,0.534375,0.4375
CHEEKTOWAGA - ED 073,2,533,0.003752345,334,0.595808383,0.353293413
CHEEKTOWAGA - ED 074,8,1108,0.007220217,787,0.542566709,0.430749682
CHEEKTOWAGA - ED 075,5,446,0.011210762,269,0.646840149,0.330855019
CHEEKTOWAGA - ED 076,4,665,0.006015038,404,0.524752475,0.443069307
CHEEKTOWAGA - ED 077,,269,0,300,0.49,0.48
CHEEKTOWAGA - ED 078,2,334,0.005988024,208,0.533653846,0.451923077
CHEEKTOWAGA - ED 079,7,877,0.007981756,617,0.529983793,0.448946515
CHEEKTOWAGA - ED 080,4,478,0.008368201,333,0.438438438,0.528528529
CHEEKTOWAGA - ED 081,7,692,0.010115607,505,0.477227723,0.493069307
CHEEKTOWAGA - ED 082,3,725,0.004137931,455,0.571428571,0.417582418
CHEEKTOWAGA - ED 083,2,724,0.002762431,537,0.450651769,0.534450652
CHEEKTOWAGA - ED 084,5,757,0.00660502,544,0.523897059,0.463235294
CHEEKTOWAGA - ED 085,10,741,0.013495277,559,0.472271914,0.504472272
CHEEKTOWAGA - ED 086,7,653,0.010719755,388,0.494845361,0.469072165
CHEEKTOWAGA - ED 087,,450,0,330,0.53030303,0.448484848
CHEEKTOWAGA - ED 088,3,463,0.006479482,282,0.531914894,0.436170213
CHEEKTOWAGA - ED 089,,540,0,386,0.580310881,0.388601036
CHEEKTOWAGA - ED 090,,491,0,330,0.563636364,0.406060606
CHEEKTOWAGA - ED 091,,669,0,484,0.526859504,0.446280992
CHEEKTOWAGA - ED 092,3,606,0.004950495,412,0.597087379,0.359223301
CHEEKTOWAGA - ED 093,2,337,0.005934718,222,0.603603604,0.36036036
CHEEKTOWAGA - ED 094,1,458,0.002183406,368,0.448369565,0.538043478
CHEEKTOWAGA - ED 095,7,865,0.008092486,541,0.465804067,0.513863216
CITY OF LACKAWANNA - WD 001 - ED 001,46,512,0.08984375,340,0.702941176,0.264705882
CITY OF LACKAWANNA - WD 001 - ED 002,166,825,0.201212121,486,0.979423868,0.010288066
CITY OF LACKAWANNA - WD 001 - ED 003,80,656,0.12195122,302,0.937086093,0.052980132
CITY OF LACKAWANNA - WD 001 - ED 004,76,688,0.110465116,451,0.977827051,0.015521064
CITY OF LACKAWANNA - WD 001 - ED 005,14,287,0.048780488,143,0.79020979,0.188811189
CITY OF LACKAWANNA - WD 002 - ED 001,71,661,0.107413011,405,0.716049383,0.254320988
CITY OF LACKAWANNA - WD 002 - ED 002,25,436,0.05733945,246,0.658536585,0.308943089
CITY OF LACKAWANNA - WD 002 - ED 003,9,421,0.021377672,278,0.647482014,0.287769784
CITY OF LACKAWANNA - WD 002 - ED 004,8,529,0.015122873,311,0.655948553,0.308681672
CITY OF LACKAWANNA - WD 002 - ED 005,30,672,0.044642857,408,0.590686275,0.379901961
CITY OF LACKAWANNA - WD 003 - ED 001,1,487,0.002053388,347,0.657060519,0.311239193
CITY OF LACKAWANNA - WD 003 - ED 002,12,731,0.016415869,512,0.63671875,0.34375
CITY OF LACKAWANNA - WD 003 - ED 003,7,624,0.011217949,397,0.604534005,0.347607053
CITY OF LACKAWANNA - WD 003 - ED 004,39,844,0.046208531,586,0.670648464,0.307167235
CITY OF LACKAWANNA - WD 003 - ED 005,16,495,0.032323232,273,0.67032967,0.315018315
CITY OF LACKAWANNA - WD 004 - ED 001,41,736,0.055706522,544,0.621323529,0.354779412
CITY OF LACKAWANNA - WD 004 - ED 002,5,661,0.007564297,488,0.62295082,0.348360656
CITY OF LACKAWANNA - WD 004 - ED 003,14,505,0.027722772,373,0.624664879,0.353887399
CITY OF LACKAWANNA - WD 004 - ED 004,17,558,0.03046595,429,0.601398601,0.370629371
CITY OF LACKAWANNA - WD 004 - ED 005,26,623,0.041733547,422,0.654028436,0.322274882
CITY OF TONAWANDA - WD 001 - ED 001,1,526,0.001901141,329,0.504559271,0.462006079
CITY OF TONAWANDA - WD 001 - ED 002,2,954,0.002096436,464,0.540948276,0.426724138
CITY OF TONAWANDA - WD 001 - ED 003,1,959,0.001042753,398,0.577889447,0.414572864
CITY OF TONAWANDA - WD 002 - ED 001,2,767,0.002607562,401,0.548628429,0.394014963
CITY OF TONAWANDA - WD 002 - ED 002,,718,0,287,0.547038328,0.407665505
CITY OF TONAWANDA - WD 002 - ED 003,,844,0,418,0.538277512,0.425837321
CITY OF TONAWANDA - WD 003 - ED 001,1,827,0.00120919,498,0.526104418,0.435742972
CITY OF TONAWANDA - WD 003 - ED 002,1,757,0.001321004,298,0.486577181,0.486577181
CITY OF TONAWANDA - WD 003 - ED 003,1,793,0.001261034,414,0.565217391,0.405797101
CITY OF TONAWANDA - WD 004 - ED 001,2,932,0.002145923,560,0.510714286,0.455357143
CITY OF TONAWANDA - WD 004 - ED 002,1,820,0.001219512,421,0.558194774,0.418052257
CITY OF TONAWANDA - WD 004 - ED 003,1,838,0.001193317,456,0.578947368,0.39254386
CLARENCE - ED 001,,822,0,644,0.388198758,0.586956522
CLARENCE - ED 002,4,1034,0.003868472,1178,0.344651952,0.638370119
CLARENCE - ED 003,,1208,0,863,0.353418308,0.629200463
CLARENCE - ED 004,5,669,0.007473842,506,0.411067194,0.56916996
CLARENCE - ED 005,1,1147,0.00087184,829,0.334137515,0.642943305
CLARENCE - ED 006,9,1440,0.00625,858,0.421911422,0.555944056
CLARENCE - ED 007,5,1516,0.003298153,645,0.353488372,0.623255814
CLARENCE - ED 008,1,1196,0.00083612,755,0.337748344,0.62781457
CLARENCE - ED 009,2,761,0.002628121,459,0.461873638,0.51416122
CLARENCE - ED 010,2,745,0.002684564,552,0.416666667,0.55615942
CLARENCE - ED 011,2,1041,0.00192123,720,0.370833333,0.611111111
CLARENCE - ED 012,2,927,0.002157497,712,0.308988764,0.674157303
CLARENCE - ED 013,2,733,0.002728513,461,0.383947939,0.596529284
CLARENCE - ED 014,1,1189,0.000841043,857,0.301050175,0.681446908
CLARENCE - ED 015,4,1192,0.003355705,1186,0.365935919,0.619730185
CLARENCE - ED 016,5,1384,0.003612717,793,0.426229508,0.553593947
CLARENCE - ED 017,5,880,0.005681818,682,0.357771261,0.629032258
CLARENCE - ED 018,1,684,0.001461988,432,0.368055556,0.611111111
CLARENCE - ED 019,4,820,0.004878049,528,0.297348485,0.674242424
CLARENCE - ED 020,1,1586,0.000630517,1367,0.342355523,0.638624726
CLARENCE - ED 021,3,1449,0.002070393,1051,0.318744053,0.671741199
CLARENCE - ED 022,9,1003,0.008973081,846,0.35106383,0.640661939
COLDEN - ED 001,1,899,0.001112347,657,0.447488584,0.506849315
COLDEN - ED 002,,713,0,533,0.422138837,0.536585366
COLDEN - ED 003,,803,0,625,0.3536,0.624
COLLINS - ED 001,,781,0,576,0.411458333,0.571180556
COLLINS - ED 002,8,443,0.018058691,275,0.48,0.494545455
COLLINS - ED 003,,710,0,488,0.405737705,0.557377049
COLLINS - ED 004,8,892,0.00896861,464,0.536637931,0.454741379
CONCORD - ED 001,4,813,0.004920049,567,0.403880071,0.544973545
CONCORD - ED 002,,619,0,445,0.420224719,0.561797753
CONCORD - ED 003,,774,0,519,0.420038536,0.547206166
CONCORD - ED 004,,443,0,396,0.421717172,0.527777778
CONCORD - ED 005,,681,0,489,0.45807771,0.517382413
CONCORD - ED 006,,521,0,350,0.328571429,0.651428571
CONCORD - ED 007,2,948,0.002109705,597,0.472361809,0.497487437
CONCORD - ED 008,,556,0,370,0.408108108,0.562162162
EDEN - ED 001,,842,0,616,0.392857143,0.577922078
EDEN - ED 002,,1039,0,691,0.396526773,0.574529667
EDEN - ED 003,,994,0,726,0.414600551,0.567493113
EDEN - ED 004,,760,0,551,0.408348457,0.57168784
EDEN - ED 005,,942,0,655,0.409160305,0.569465649
EDEN - ED 006,1,680,0.001470588,507,0.469428008,0.504930966
ELMA - ED 001,,1484,0,811,0.374845869,0.600493218
ELMA - ED 002,,963,0,702,0.363247863,0.615384615
ELMA - ED 003,,1200,0,1087,0.323827047,0.659613615
ELMA - ED 004,,1274,0,932,0.354077253,0.629828326
ELMA - ED 005,,1166,0,674,0.307121662,0.661721068
ELMA - ED 006,,962,0,740,0.341891892,0.637837838
ELMA - ED 007,,1075,0,824,0.341019417,0.634708738
ELMA - ED 008,,691,0,243,0.366255144,0.613168724
EVANS - ED 001,2,997,0.002006018,706,0.47733711,0.504249292
EVANS - ED 002,1,443,0.002257336,308,0.428571429,0.551948052
EVANS - ED 003,1,616,0.001623377,454,0.524229075,0.45154185
EVANS - ED 004,8,439,0.018223235,302,0.59602649,0.387417219
EVANS - ED 005,4,879,0.004550626,618,0.54368932,0.433656958
EVANS - ED 006,,642,0,430,0.579069767,0.386046512
EVANS - ED 007,2,585,0.003418803,370,0.567567568,0.421621622
EVANS - ED 008,6,480,0.0125,317,0.558359621,0.400630915
EVANS - ED 009,7,706,0.009915014,487,0.523613963,0.437371663
EVANS - ED 010,3,958,0.003131524,653,0.505359877,0.464012251
EVANS - ED 011,5,420,0.011904762,310,0.535483871,0.425806452
EVANS - ED 012,,832,0,585,0.588034188,0.393162393
EVANS - ED 013,3,687,0.004366812,502,0.498007968,0.472111554
EVANS - ED 014,3,733,0.004092769,471,0.462845011,0.505307856
EVANS - ED 015,1,260,0.003846154,177,0.536723164,0.429378531
EVANS - ED 016,8,835,0.009580838,583,0.547169811,0.423670669
EVANS - ED 017,,612,0,397,0.586901763,0.397984887
GRAND ISLAND - ED 001,13,884,0.014705882,632,0.398734177,0.580696203
GRAND ISLAND - ED 002,21,1099,0.01910828,761,0.431011827,0.537450723
GRAND ISLAND - ED 003,8,1632,0.004901961,1169,0.429426861,0.552609068
GRAND ISLAND - ED 004,7,1116,0.006272401,825,0.413333333,0.549090909
GRAND ISLAND - ED 005,6,1397,0.004294918,1020,0.361764706,0.616666667
GRAND ISLAND - ED 006,4,951,0.004206099,678,0.355457227,0.616519174
GRAND ISLAND - ED 007,11,964,0.011410788,701,0.436519258,0.540656205
GRAND ISLAND - ED 008,6,1322,0.004538578,951,0.41745531,0.56256572
GRAND ISLAND - ED 009,10,1016,0.00984252,665,0.484210526,0.494736842
GRAND ISLAND - ED 010,7,810,0.008641975,539,0.445269017,0.530612245
GRAND ISLAND - ED 011,17,1279,0.013291634,891,0.456790123,0.519640853
GRAND ISLAND - ED 012,28,1515,0.018481848,952,0.481092437,0.487394958
GRAND ISLAND - ED 013,9,1496,0.006016043,953,0.465897167,0.50996852
HAMBURG - ED 001,,1045,0,403,0.578163772,0.416873449
HAMBURG - ED 002,10,619,0.016155089,345,0.588405797,0.376811594
HAMBURG - ED 003,7,920,0.007608696,350,0.525714286,0.445714286
HAMBURG - ED 004,2,1140,0.001754386,322,0.596273292,0.363354037
HAMBURG - ED 005,7,1210,0.005785124,316,0.670886076,0.319620253
HAMBURG - ED 006,1,931,0.001074114,352,0.576704545,0.40625
HAMBURG - ED 007,1,1134,0.000881834,511,0.56555773,0.409001957
HAMBURG - ED 008,7,968,0.007231405,394,0.535532995,0.436548223
HAMBURG - ED 009,,1213,0,645,0.519379845,0.462015504
HAMBURG - ED 010,7,1050,0.006666667,474,0.573839662,0.386075949
HAMBURG - ED 011,8,1266,0.006319115,483,0.563146998,0.409937888
HAMBURG - ED 012,,407,0,393,0.541984733,0.432569975
HAMBURG - ED 013,,1091,0,366,0.573770492,0.412568306
HAMBURG - ED 014,,1016,0,554,0.514440433,0.469314079
HAMBURG - ED 015,2,960,0.002083333,463,0.522678186,0.44924406
HAMBURG - ED 016,8,1353,0.005912786,557,0.552962298,0.429084381
HAMBURG - ED 017,1,833,0.00120048,588,0.578231293,0.399659864
HAMBURG - ED 018,14,1027,0.013631938,525,0.447619048,0.533333333
HAMBURG - ED 019,22,1452,0.015151515,552,0.545289855,0.432971014
HAMBURG - ED 020,,735,0,725,0.44,0.539310345
HAMBURG - ED 021,2,1105,0.001809955,798,0.472431078,0.501253133
HAMBURG - ED 022,,1030,0,576,0.592013889,0.378472222
HAMBURG - ED 023,14,792,0.017676768,542,0.496309963,0.47601476
HAMBURG - ED 024,11,966,0.011387164,540,0.533333333,0.42962963
HAMBURG - ED 025,10,964,0.010373444,544,0.612132353,0.371323529
HAMBURG - ED 026,4,766,0.005221932,412,0.529126214,0.45631068
HAMBURG - ED 027,2,1299,0.001539646,587,0.558773424,0.420783646
HAMBURG - ED 028,2,900,0.002222222,392,0.525510204,0.443877551
HAMBURG - ED 029,,824,0,767,0.43285528,0.550195567
HAMBURG - ED 030,5,761,0.006570302,335,0.588059701,0.370149254
HAMBURG - ED 031,21,1258,0.016693164,518,0.561776062,0.401544402
HAMBURG - ED 032,6,1030,0.005825243,523,0.380497132,0.59082218
HAMBURG - ED 033,2,994,0.002012072,845,0.413017751,0.565680473
HAMBURG - ED 034,6,1142,0.00525394,446,0.477578475,0.493273543
HAMBURG - ED 035,5,924,0.005411255,536,0.546641791,0.444029851
HAMBURG - ED 036,5,1169,0.00427716,536,0.492537313,0.492537313
HAMBURG - ED 037,5,1165,0.004291845,417,0.539568345,0.441247002
HAMBURG - ED 038,13,1412,0.009206799,569,0.495606327,0.478031634
HAMBURG - ED 039,,507,0,528,0.503787879,0.471590909
HAMBURG - ED 040,2,626,0.003194888,449,0.5077951,0.469933185
HAMBURG - ED 041,2,860,0.002325581,491,0.50101833,0.472505092
HOLLAND - ED 001,,749,0,549,0.373406193,0.599271403
HOLLAND - ED 002,1,820,0.001219512,540,0.427777778,0.548148148
HOLLAND - ED 003,,693,0,508,0.375984252,0.616141732
LANCASTER - ED 001,11,1352,0.008136095,568,0.492957746,0.471830986
LANCASTER - ED 002,,751,0,498,0.491967871,0.483935743
LANCASTER - ED 003,5,992,0.005040323,557,0.490125673,0.477558348
LANCASTER - ED 004,1,757,0.001321004,541,0.419593346,0.556377079
LANCASTER - ED 005,5,1135,0.004405286,538,0.486988848,0.475836431
LANCASTER - ED 006,4,897,0.004459309,622,0.458199357,0.504823151
LANCASTER - ED 007,5,467,0.010706638,326,0.447852761,0.503067485
LANCASTER - ED 008,,952,0,594,0.526936027,0.434343434
LANCASTER - ED 009,12,945,0.012698413,361,0.470914127,0.495844875
LANCASTER - ED 010,2,1356,0.001474926,360,0.513888889,0.463888889
LANCASTER - ED 011,,962,0,664,0.472891566,0.489457831
LANCASTER - ED 012,,776,0,374,0.550802139,0.419786096
LANCASTER - ED 013,1,906,0.001103753,369,0.563685637,0.401084011
LANCASTER - ED 014,6,707,0.008486563,591,0.507614213,0.461928934
LANCASTER - ED 015,2,891,0.002244669,599,0.460767947,0.52754591
LANCASTER - ED 016,13,1200,0.010833333,889,0.4071991,0.55568054
LANCASTER - ED 017,7,1022,0.006849315,653,0.384379786,0.586523737
LANCASTER - ED 018,6,564,0.010638298,401,0.399002494,0.583541147
LANCASTER - ED 019,6,652,0.009202454,448,0.383928571,0.607142857
LANCASTER - ED 020,4,860,0.004651163,375,0.421333333,0.565333333
LANCASTER - ED 021,1,866,0.001154734,616,0.431818182,0.548701299
LANCASTER - ED 022,9,1440,0.00625,1183,0.438715131,0.539306847
LANCASTER - ED 023,6,1177,0.005097706,816,0.365196078,0.618872549
LANCASTER - ED 024,3,713,0.004207574,500,0.42,0.562
LANCASTER - ED 025,2,877,0.002280502,583,0.451114923,0.530017153
LANCASTER - ED 026,3,869,0.003452244,646,0.36996904,0.620743034
LANCASTER - ED 027,2,941,0.002125399,331,0.438066465,0.528700906
LANCASTER - ED 028,5,701,0.007132668,446,0.513452915,0.468609865
LANCASTER - ED 029,2,857,0.002333722,656,0.443597561,0.530487805
LANCASTER - ED 030,4,680,0.005882353,449,0.423162584,0.55233853
LANCASTER - ED 031,,934,0,679,0.382916053,0.58910162
LANCASTER - ED 032,3,713,0.004207574,462,0.437229437,0.538961039
LANCASTER - ED 033,8,1267,0.006314128,763,0.484927916,0.491480996
LANCASTER - ED 034,7,858,0.008158508,656,0.544207317,0.44054878
MARILLA - ED 001,1,1005,0.000995025,505,0.386138614,0.588118812
MARILLA - ED 002,2,1010,0.001980198,516,0.28875969,0.69379845
MARILLA - ED 003,2,1000,0.002,706,0.269121813,0.701133144
MARILLA - ED 004,,865,0,550,0.309090909,0.667272727
NEWSTEAD - ED 001,1,946,0.001057082,725,0.416551724,0.562758621
NEWSTEAD - ED 002,,695,0,497,0.368209256,0.605633803
NEWSTEAD - ED 003,1,1477,0.000677048,998,0.322645291,0.643286573
NEWSTEAD - ED 004,2,1049,0.001906578,452,0.413716814,0.566371681
NEWSTEAD - ED 005,,884,0,458,0.390829694,0.589519651
NEWSTEAD - ED 006,,951,0,445,0.384269663,0.566292135
NORTH COLLINS - ED 001,1,699,0.001430615,445,0.483146067,0.483146067
NORTH COLLINS - ED 002,1,815,0.001226994,598,0.39632107,0.590301003
NORTH COLLINS - ED 003,,802,0,555,0.425225225,0.56036036
ORCHARD PARK - ED 001,1,676,0.00147929,533,0.47467167,0.491557223
ORCHARD PARK - ED 002,2,915,0.002185792,680,0.439705882,0.536764706
ORCHARD PARK - ED 003,2,778,0.002570694,584,0.41609589,0.565068493
ORCHARD PARK - ED 004,1,1106,0.000904159,755,0.323178808,0.654304636
ORCHARD PARK - ED 005,,1268,0,1058,0.316635161,0.661625709
ORCHARD PARK - ED 006,,756,0,617,0.393841167,0.565640194
ORCHARD PARK - ED 007,8,887,0.009019166,648,0.348765432,0.632716049
ORCHARD PARK - ED 008,15,1075,0.013953488,742,0.455525606,0.518867925
ORCHARD PARK - ED 009,2,1247,0.001603849,922,0.48373102,0.497830803
ORCHARD PARK - ED 010,2,803,0.00249066,572,0.48951049,0.482517483
ORCHARD PARK - ED 011,6,1048,0.005725191,732,0.577868852,0.394808743
ORCHARD PARK - ED 012,2,819,0.002442002,636,0.460691824,0.525157233
ORCHARD PARK - ED 013,15,1004,0.014940239,772,0.406735751,0.577720207
ORCHARD PARK - ED 014,,874,0,641,0.375975039,0.602184087
ORCHARD PARK - ED 015,11,1020,0.010784314,657,0.374429224,0.610350076
ORCHARD PARK - ED 016,1,1009,0.00099108,617,0.416531605,0.564019449
ORCHARD PARK - ED 017,4,1211,0.003303055,853,0.477139508,0.498241501
ORCHARD PARK - ED 018,17,1293,0.013147718,937,0.386339381,0.593383138
ORCHARD PARK - ED 019,8,1455,0.005498282,1020,0.447058824,0.533333333
ORCHARD PARK - ED 020,2,1226,0.001631321,718,0.431754875,0.552924791
ORCHARD PARK - ED 021,1,1234,0.000810373,1136,0.300176056,0.680457746
SARDINIA - ED 001,1,906,0.001103753,644,0.416149068,0.563664596
